x,y
457.26141319818356,456
484.9742261192856,456
512.6870390403876,456
540.3998519614897,456
568.1126648825917,456
595.8254778036938,456
623.5382907247958,456
651.2511036458978,456
678.963916567,456
706.676729488102,456
734.389542409204,456
762.102355330306,456
789.8151682514081,456
817.5279811725101,456
