DateTime,Attribute,Value
8/31/2014 20:00,reactJS,1
8/31/2014 20:00,AngularJS,75
8/31/2014 20:00,VuejS,1
8/31/2014 20:00,NodeJS,20
9/30/2014 20:00,reactJS,2
9/30/2014 20:00,AngularJS,80
9/30/2014 20:00,VuejS,1
9/30/2014 20:00,NodeJS,21
10/31/2014 20:00,reactJS,2
10/31/2014 20:00,AngularJS,77
10/31/2014 20:00,VuejS,1
10/31/2014 20:00,NodeJS,20
11/30/2014 19:00,reactJS,2
11/30/2014 19:00,AngularJS,77
11/30/2014 19:00,VuejS,1
11/30/2014 19:00,NodeJS,19
12/31/2014 19:00,reactJS,3
12/31/2014 19:00,AngularJS,74
12/31/2014 19:00,VuejS,1
12/31/2014 19:00,NodeJS,21
1/31/2015 19:00,reactJS,4
1/31/2015 19:00,AngularJS,81
1/31/2015 19:00,VuejS,1
1/31/2015 19:00,NodeJS,23
2/28/2015 19:00,reactJS,4
2/28/2015 19:00,AngularJS,85
2/28/2015 19:00,VuejS,1
2/28/2015 19:00,NodeJS,26
3/31/2015 20:00,reactJS,4
3/31/2015 20:00,AngularJS,88
3/31/2015 20:00,VuejS,1
3/31/2015 20:00,NodeJS,28
4/30/2015 20:00,reactJS,4
4/30/2015 20:00,AngularJS,82
4/30/2015 20:00,VuejS,1
4/30/2015 20:00,NodeJS,25
5/31/2015 20:00,reactJS,4
5/31/2015 20:00,AngularJS,90
5/31/2015 20:00,VuejS,1
5/31/2015 20:00,NodeJS,29
6/30/2015 20:00,reactJS,5
6/30/2015 20:00,AngularJS,95
6/30/2015 20:00,VuejS,1
6/30/2015 20:00,NodeJS,29
7/31/2015 20:00,reactJS,4
7/31/2015 20:00,AngularJS,88
7/31/2015 20:00,VuejS,1
7/31/2015 20:00,NodeJS,27
8/31/2015 20:00,reactJS,5
8/31/2015 20:00,AngularJS,93
8/31/2015 20:00,VuejS,1
8/31/2015 20:00,NodeJS,32
9/30/2015 20:00,reactJS,5
9/30/2015 20:00,AngularJS,92
9/30/2015 20:00,VuejS,1
9/30/2015 20:00,NodeJS,33
10/31/2015 20:00,reactJS,5
10/31/2015 20:00,AngularJS,87
10/31/2015 20:00,VuejS,1
10/31/2015 20:00,NodeJS,33
11/30/2015 19:00,reactJS,5
11/30/2015 19:00,AngularJS,88
11/30/2015 19:00,VuejS,1
11/30/2015 19:00,NodeJS,33
12/31/2015 19:00,reactJS,5
12/31/2015 19:00,AngularJS,84
12/31/2015 19:00,VuejS,1
12/31/2015 19:00,NodeJS,34
1/31/2016 19:00,reactJS,6
1/31/2016 19:00,AngularJS,96
1/31/2016 19:00,VuejS,1
1/31/2016 19:00,NodeJS,37
2/29/2016 19:00,reactJS,6
2/29/2016 19:00,AngularJS,95
2/29/2016 19:00,VuejS,2
2/29/2016 19:00,NodeJS,38
3/31/2016 20:00,reactJS,6
3/31/2016 20:00,AngularJS,93
3/31/2016 20:00,VuejS,2
3/31/2016 20:00,NodeJS,39
4/30/2016 20:00,reactJS,6
4/30/2016 20:00,AngularJS,94
4/30/2016 20:00,VuejS,2
4/30/2016 20:00,NodeJS,39
5/31/2016 20:00,reactJS,6
5/31/2016 20:00,AngularJS,100
5/31/2016 20:00,VuejS,2
5/31/2016 20:00,NodeJS,41
6/30/2016 20:00,reactJS,5
6/30/2016 20:00,AngularJS,90
6/30/2016 20:00,VuejS,2
6/30/2016 20:00,NodeJS,38
7/31/2016 20:00,reactJS,6
7/31/2016 20:00,AngularJS,87
7/31/2016 20:00,VuejS,3
7/31/2016 20:00,NodeJS,37
8/31/2016 20:00,reactJS,7
8/31/2016 20:00,AngularJS,85
8/31/2016 20:00,VuejS,3
8/31/2016 20:00,NodeJS,39
9/30/2016 20:00,reactJS,7
9/30/2016 20:00,AngularJS,81
9/30/2016 20:00,VuejS,4
9/30/2016 20:00,NodeJS,40
10/31/2016 20:00,reactJS,7
10/31/2016 20:00,AngularJS,85
10/31/2016 20:00,VuejS,5
10/31/2016 20:00,NodeJS,45
11/30/2016 19:00,reactJS,7
11/30/2016 19:00,AngularJS,77
11/30/2016 19:00,VuejS,5
11/30/2016 19:00,NodeJS,43
12/31/2016 19:00,reactJS,7
12/31/2016 19:00,AngularJS,77
12/31/2016 19:00,VuejS,6
12/31/2016 19:00,NodeJS,44
1/31/2017 19:00,reactJS,8
1/31/2017 19:00,AngularJS,82
1/31/2017 19:00,VuejS,7
1/31/2017 19:00,NodeJS,52
2/28/2017 19:00,reactJS,9
2/28/2017 19:00,AngularJS,85
2/28/2017 19:00,VuejS,8
2/28/2017 19:00,NodeJS,52
3/31/2017 20:00,reactJS,8
3/31/2017 20:00,AngularJS,78
3/31/2017 20:00,VuejS,8
3/31/2017 20:00,NodeJS,49
4/30/2017 20:00,reactJS,9
4/30/2017 20:00,AngularJS,75
4/30/2017 20:00,VuejS,8
4/30/2017 20:00,NodeJS,49
5/31/2017 20:00,reactJS,9
5/31/2017 20:00,AngularJS,72
5/31/2017 20:00,VuejS,9
5/31/2017 20:00,NodeJS,49
6/30/2017 20:00,reactJS,8
6/30/2017 20:00,AngularJS,70
6/30/2017 20:00,VuejS,9
6/30/2017 20:00,NodeJS,49
7/31/2017 20:00,reactJS,9
7/31/2017 20:00,AngularJS,70
7/31/2017 20:00,VuejS,9
7/31/2017 20:00,NodeJS,47
8/31/2017 20:00,reactJS,9
8/31/2017 20:00,AngularJS,65
8/31/2017 20:00,VuejS,10
8/31/2017 20:00,NodeJS,49
9/30/2017 20:00,reactJS,9
9/30/2017 20:00,AngularJS,62
9/30/2017 20:00,VuejS,10
9/30/2017 20:00,NodeJS,48
10/31/2017 20:00,reactJS,9
10/31/2017 20:00,AngularJS,64
10/31/2017 20:00,VuejS,11
10/31/2017 20:00,NodeJS,50
11/30/2017 19:00,reactJS,9
11/30/2017 19:00,AngularJS,53
11/30/2017 19:00,VuejS,10
11/30/2017 19:00,NodeJS,46
12/31/2017 19:00,reactJS,10
12/31/2017 19:00,AngularJS,55
12/31/2017 19:00,VuejS,11
12/31/2017 19:00,NodeJS,49
1/31/2018 19:00,reactJS,10
1/31/2018 19:00,AngularJS,58
1/31/2018 19:00,VuejS,12
1/31/2018 19:00,NodeJS,51
2/28/2018 19:00,reactJS,11
2/28/2018 19:00,AngularJS,55
2/28/2018 19:00,VuejS,12
2/28/2018 19:00,NodeJS,53
3/31/2018 20:00,reactJS,10
3/31/2018 20:00,AngularJS,52
3/31/2018 20:00,VuejS,12
3/31/2018 20:00,NodeJS,53
4/30/2018 20:00,reactJS,11
4/30/2018 20:00,AngularJS,51
4/30/2018 20:00,VuejS,13
4/30/2018 20:00,NodeJS,54
5/31/2018 20:00,reactJS,11
5/31/2018 20:00,AngularJS,48
5/31/2018 20:00,VuejS,12
5/31/2018 20:00,NodeJS,52
6/30/2018 20:00,reactJS,11
6/30/2018 20:00,AngularJS,45
6/30/2018 20:00,VuejS,13
6/30/2018 20:00,NodeJS,54
7/31/2018 20:00,reactJS,11
7/31/2018 20:00,AngularJS,43
7/31/2018 20:00,VuejS,13
7/31/2018 20:00,NodeJS,52
8/31/2018 20:00,reactJS,10
8/31/2018 20:00,AngularJS,40
8/31/2018 20:00,VuejS,12
8/31/2018 20:00,NodeJS,50
9/30/2018 20:00,reactJS,11
9/30/2018 20:00,AngularJS,40
9/30/2018 20:00,VuejS,13
9/30/2018 20:00,NodeJS,52
10/31/2018 20:00,reactJS,11
10/31/2018 20:00,AngularJS,35
10/31/2018 20:00,VuejS,12
10/31/2018 20:00,NodeJS,52
11/30/2018 19:00,reactJS,10
11/30/2018 19:00,AngularJS,30
11/30/2018 19:00,VuejS,11
11/30/2018 19:00,NodeJS,45
12/31/2018 19:00,reactJS,10
12/31/2018 19:00,AngularJS,32
12/31/2018 19:00,VuejS,12
12/31/2018 19:00,NodeJS,48
1/31/2019 19:00,reactJS,11
1/31/2019 19:00,AngularJS,34
1/31/2019 19:00,VuejS,13
1/31/2019 19:00,NodeJS,52
2/28/2019 19:00,reactJS,11
2/28/2019 19:00,AngularJS,32
2/28/2019 19:00,VuejS,13
2/28/2019 19:00,NodeJS,53
3/31/2019 20:00,reactJS,11
3/31/2019 20:00,AngularJS,29
3/31/2019 20:00,VuejS,13
3/31/2019 20:00,NodeJS,52
4/30/2019 20:00,reactJS,11
4/30/2019 20:00,AngularJS,30
4/30/2019 20:00,VuejS,13
4/30/2019 20:00,NodeJS,52
5/31/2019 20:00,reactJS,12
5/31/2019 20:00,AngularJS,27
5/31/2019 20:00,VuejS,13
5/31/2019 20:00,NodeJS,53
6/30/2019 20:00,reactJS,12
6/30/2019 20:00,AngularJS,29
6/30/2019 20:00,VuejS,14
6/30/2019 20:00,NodeJS,55
7/31/2019 20:00,reactJS,12
7/31/2019 20:00,AngularJS,25
7/31/2019 20:00,VuejS,13
7/31/2019 20:00,NodeJS,53
8/31/2019 20:00,reactJS,13
8/31/2019 20:00,AngularJS,25
8/31/2019 20:00,VuejS,14
8/31/2019 20:00,NodeJS,54
9/30/2019 20:00,reactJS,12
9/30/2019 20:00,AngularJS,24
9/30/2019 20:00,VuejS,14
9/30/2019 20:00,NodeJS,53
10/31/2019 20:00,reactJS,11
10/31/2019 20:00,AngularJS,21
10/31/2019 20:00,VuejS,13
10/31/2019 20:00,NodeJS,50
11/30/2019 19:00,reactJS,11
11/30/2019 19:00,AngularJS,17
11/30/2019 19:00,VuejS,12
11/30/2019 19:00,NodeJS,47
12/31/2019 19:00,reactJS,12
12/31/2019 19:00,AngularJS,19
12/31/2019 19:00,VuejS,12
12/31/2019 19:00,NodeJS,49
1/31/2020 19:00,reactJS,12
1/31/2020 19:00,AngularJS,19
1/31/2020 19:00,VuejS,14
1/31/2020 19:00,NodeJS,54
2/29/2020 19:00,reactJS,11
2/29/2020 19:00,AngularJS,16
2/29/2020 19:00,VuejS,13
2/29/2020 19:00,NodeJS,51
3/31/2020 20:00,reactJS,11
3/31/2020 20:00,AngularJS,14
3/31/2020 20:00,VuejS,13
3/31/2020 20:00,NodeJS,54
4/30/2020 20:00,reactJS,11
4/30/2020 20:00,AngularJS,12
4/30/2020 20:00,VuejS,13
4/30/2020 20:00,NodeJS,52
5/31/2020 20:00,reactJS,12
5/31/2020 20:00,AngularJS,14
5/31/2020 20:00,VuejS,14
5/31/2020 20:00,NodeJS,53
6/30/2020 20:00,reactJS,12
6/30/2020 20:00,AngularJS,13
6/30/2020 20:00,VuejS,14
6/30/2020 20:00,NodeJS,55
7/31/2020 20:00,reactJS,11
7/31/2020 20:00,AngularJS,12
7/31/2020 20:00,VuejS,12
7/31/2020 20:00,NodeJS,48
8/31/2020 20:00,reactJS,11
8/31/2020 20:00,AngularJS,12
8/31/2020 20:00,VuejS,12
8/31/2020 20:00,NodeJS,50
9/30/2020 20:00,reactJS,9
9/30/2020 20:00,AngularJS,10
9/30/2020 20:00,VuejS,10
9/30/2020 20:00,NodeJS,38
10/31/2020 20:00,reactJS,8
10/31/2020 20:00,AngularJS,9
10/31/2020 20:00,VuejS,9
10/31/2020 20:00,NodeJS,35
11/30/2020 19:00,reactJS,9
11/30/2020 19:00,AngularJS,8
11/30/2020 19:00,VuejS,9
11/30/2020 19:00,NodeJS,34
12/31/2020 19:00,reactJS,8
12/31/2020 19:00,AngularJS,8
12/31/2020 19:00,VuejS,9
12/31/2020 19:00,NodeJS,35
1/31/2021 19:00,reactJS,9
1/31/2021 19:00,AngularJS,9
1/31/2021 19:00,VuejS,9
1/31/2021 19:00,NodeJS,37
2/28/2021 19:00,reactJS,9
2/28/2021 19:00,AngularJS,9
2/28/2021 19:00,VuejS,9
2/28/2021 19:00,NodeJS,41
3/31/2021 20:00,reactJS,9
3/31/2021 20:00,AngularJS,9
3/31/2021 20:00,VuejS,9
3/31/2021 20:00,NodeJS,40
4/30/2021 20:00,reactJS,9
4/30/2021 20:00,AngularJS,8
4/30/2021 20:00,VuejS,9
4/30/2021 20:00,NodeJS,40
5/31/2021 20:00,reactJS,10
5/31/2021 20:00,AngularJS,8
5/31/2021 20:00,VuejS,9
5/31/2021 20:00,NodeJS,40
6/30/2021 20:00,reactJS,10
6/30/2021 20:00,AngularJS,8
6/30/2021 20:00,VuejS,9
6/30/2021 20:00,NodeJS,40
7/31/2021 20:00,reactJS,9
7/31/2021 20:00,AngularJS,7
7/31/2021 20:00,VuejS,8
7/31/2021 20:00,NodeJS,38
8/31/2021 20:00,reactJS,10
8/31/2021 20:00,AngularJS,8
8/31/2021 20:00,VuejS,9
8/31/2021 20:00,NodeJS,42
9/30/2021 20:00,reactJS,9
9/30/2021 20:00,AngularJS,8
9/30/2021 20:00,VuejS,9
9/30/2021 20:00,NodeJS,40
10/31/2021 20:00,reactJS,10
10/31/2021 20:00,AngularJS,8
10/31/2021 20:00,VuejS,9
10/31/2021 20:00,NodeJS,43
11/30/2021 19:00,reactJS,10
11/30/2021 19:00,AngularJS,7
11/30/2021 19:00,VuejS,9
11/30/2021 19:00,NodeJS,42
12/31/2021 19:00,reactJS,10
12/31/2021 19:00,AngularJS,7
12/31/2021 19:00,VuejS,9
12/31/2021 19:00,NodeJS,42
1/31/2022 19:00,reactJS,11
1/31/2022 19:00,AngularJS,8
1/31/2022 19:00,VuejS,8
1/31/2022 19:00,NodeJS,43
